identifier,author,name,genre,text,url,ipfsHash,type,usageInfo,txHash,iscnId
74,李白,子夜四時歌春歌,樂府,秦地羅敷女，採桑綠水邊。素手青條上，紅妝白日鮮。蠶饑妾欲去，五馬莫留連。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000074,QmRGDRVkA4MNoKUdEDNHUKzeKZ8mDbNzoamcf4zWA4cfxs,CreativeWork,No Rights Reserved,52F0A64BF51A39ACE47A2187F39367E90E673F2EF0F814A432033F8D4C367B02,iscn://likecoin-chain/MAq9-pBITZQ6ayg9LJuBmpgb-pvgVVHp-d0WiqwjGxQ/1
75,李白,子夜四時歌夏歌,樂府,鏡湖三百里，菡萏發荷花。五月西施採，人看隘若耶。回舟不待月，歸去越王家。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000075,QmUy4f4XhGamcVQ8unkvAxoVuaEfhDLG1VCrxjnZUcUcAf,CreativeWork,No Rights Reserved,5BF664C1E2732F7A1C4B4D68CAB2B9581605341D69C8753606B993A6C992269E,iscn://likecoin-chain/WeZTpefv6A5bKXRf-f2z-nX_V_CRjPM0JkkRmurlCnE/1
76,李白,子夜四時歌秋歌,樂府,長安一片月，萬戶擣衣聲。秋風吹不盡，總是玉關情。何日平胡虜，良人罷遠征。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000076,QmdtgqiAjBfwinwLNg4Hty8F4FNuGtY8dovMhMZg54o6ZP,CreativeWork,No Rights Reserved,7AAAC91C9772EFE1AB1490CEA3758AE410F31CC4DF95E5D1BFFD7134F2252040,iscn://likecoin-chain/RxMDDz46T1jdga3KJkkM0whN7YZGJi8MRwS0Bxrtx8Q/1
77,李白,子夜四時歌冬歌,樂府,明朝驛使發，一夜絮征袍。素手抽鍼冷，那堪把剪刀。裁縫寄遠道，幾日到臨洮。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000077,QmQax4bqxW1fHNRbZPDtwwL83BioqADDNjJM9XjJr6pSmX,CreativeWork,No Rights Reserved,F2767145EA3BDBF40EA453C9AFEDFAEF9FA565A34414BC0414991370EF63A669,iscn://likecoin-chain/miR9Fnbjv7yJp0uO0DA8eR7VFuhqjfVmBKaTpJ-bgys/1
78,李白,長干行之一,樂府,妾髮初覆額，折花門前劇。郎騎竹馬來，繞床弄青梅。同居長干里，兩小無嫌猜。十四為君婦，羞顏未嘗開。低頭向暗壁，千喚不一回。十五始展眉，願同塵與灰。常存抱柱信，豈上望夫臺。十六君遠行，瞿唐灩澦堆。五月不可觸，猿聲天上哀。門前遲形跡，一一生綠苔。苔深不能掃，落葉秋風早。八月蝴蝶來，雙飛西園草。感此傷妾心，坐愁紅顏老。早晚下三巴，預將書報家。相迎不道遠，直至長風沙。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000078,QmPnvzz3dJYLSkzmB486qtV66ee6sAAw2qKwZdmQyb43U6,CreativeWork,No Rights Reserved,AFC8DFB6613EB62C416D2D07F3D1AA822703F63ECE479DD4FA4E5B4D405C9F42,iscn://likecoin-chain/SKz0m0_ti4GL4omyhnd9P_xXvtx9nOtDVQNQ6eWa25o/1
79,李白,長干行之二,樂府,憶妾深閨裡，煙塵不曾識。嫁與長干人，沙頭候風色。五月南風興，思君下巴陵。八月西風起，想君發揚子。去來悲如何，見少別離多。湘潭幾日到，妾夢越風波。昨夜狂風度，吹折江頭樹。淼淼暗無邊，行人在何處。好乘浮雲驄，佳期蘭渚東。鴛鴦綠蒲上，翡翠錦屏中。自憐十五餘，顏色桃花紅。那作商人婦，愁水又愁風。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000079,QmRjMEAvFNohScS263C1qCAsZUHjHYC2SyxkgcgxZJXxHe,CreativeWork,No Rights Reserved,DAB695D4FD7CE1048CDC9671E49ADFFB5ED3DD062B97493388D70882819AD7C8,iscn://likecoin-chain/sC5bg3NgZo3DpWfcA9L1pDaKVVE0M1U3S9lsUE2h9V8/1
80,李白,廬山謠寄盧侍御虛舟,七言古詩,我本楚狂人，鳳歌笑孔丘。手持綠玉杖，朝別黃鶴樓。五嶽尋仙不辭遠，一生好入名山遊。廬山秀出南斗傍，屏風九疊雲錦張，影落明湖青黛光。金闕前開二峰長，銀河倒挂三石梁。香爐瀑布遙相望，迴崖沓障淩蒼蒼。翠影紅霞映朝日，鳥飛不到吳天長。登高壯觀天地間，大江茫茫去不還。黃雲萬里動風色，白波九道流雪山。好為廬山謠，興因廬山發，閒窺石鏡清我心。謝公行處蒼苔沒，早服還丹無世情。琴心三疊道初成，遙見仙人彩雲裡，手把芙蓉朝玉京。先期汗漫九垓上，願接盧敖遊太清。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000080,Qmb5H7p6FnPkMvT56tH13DRWbf6AxWPmhx6Kgs7JtZYmAM,CreativeWork,No Rights Reserved,E65A4F9140797F8A048628CCB475DF0BCBEB38CE84178A09D0F6627ACEC05414,iscn://likecoin-chain/3pM8FM17yolFSVrr-spIJ6U2D4q2tqcaGG5bcibpF-8/1
81,李白,夢遊天姥吟留別,七言古詩,海客談瀛洲，煙濤微茫信難求。越人語天姥，雲霓明滅或可睹。天姥連天向天橫，勢拔五嶽掩赤城。天臺四萬八千丈，對此欲倒東南傾。我欲因之夢吳越，一夜飛渡鏡湖月。湖月照我影，送我至剡溪。謝公宿處今尚在，綠水蕩漾清猿啼。腳著謝公屐，身登青雲梯。半壁見海日，空中聞天雞。千巖萬壑路不定，迷花倚石忽已暝。熊咆龍吟殷岩泉，慄深林兮驚層巔。雲青青兮欲雨，水澹澹兮生煙。列缺霹靂，邱巒奔摧。洞天石扉，訇然中開。青冥浩蕩不見底，日月照耀金銀臺。霓為衣兮風為馬，雲之君兮紛紛而來下。虎鼓瑟兮鸞回車，仙之人兮列如麻。忽魂悸以魄動，怳驚起而長嗟。惟覺時之枕席，失向來之煙霞。世間行樂亦如此，古來萬事東流水。別君去矣何時還？且放白鹿青崖間，須行即騎向名山。安能摧眉折腰事權貴，使我不得開心顏。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000081,QmeYfUU1Cg1vGvkFgwr1LayPQfaTiHbkNTsBzpHvcyn1MN,CreativeWork,No Rights Reserved,05224477602C9EAF7116F45B1E62A860695340923D35A1AB2766C2900F8DA33F,iscn://likecoin-chain/duBTE3nCkSupgAdRjHUmvk9d52Jm4e11QnN0GEGAscg/1
82,李白,金陵酒肆留別,七言古詩,風吹柳花滿店香，吳姬壓酒勸客嘗。金陵子弟來相送，欲行不行各盡觴。請君試問東流水，別意與之誰短長。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000082,QmXfYhtTKyxrxqBpFaiwRETEMiejYEzthSQ3ArjKcir7ow,CreativeWork,No Rights Reserved,A8DF097BC082278FCADF9F6B5EB26F67B50B56A5356213DE03E21961418B7679,iscn://likecoin-chain/uJngqoJ8QZnuxwbNRt86Tr0pF8ul0bP5LPrWj0jTAPQ/1
83,李白,宣州謝朓樓餞別校書叔雲,七言古詩,棄我去者，昨日之日不可留。亂我心者，今日之日多煩憂。長風萬里送秋雁，對此可以酣高樓。蓬萊文章建安骨，中間小謝又清發。俱懷逸興壯思飛，欲上青天覽明月。抽刀斷水水更流，舉杯消愁愁更愁。人生在世不稱意，明朝散髮弄扁舟。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000083,QmRQZgi3L1vnRhxHJyQ28oF59ypAjVUN658N861cnLzpSF,CreativeWork,No Rights Reserved,15A397C66CBB671DAAFEB7173DF4C955A9EE2D263D26BF045D698674A8EE0B21,iscn://likecoin-chain/o7Q5os8NxjDdIe1P10c8LR1ZXtIfrXyfVpmV7GNlE6w/1
84,李白,蜀道難,樂府,噫吁戲（左口右戲），危乎高哉，蜀道之難難於上青天。蠶叢及魚鳧，開國何茫然。爾來四萬八千歲，乃與秦塞通人煙。西當太白有鳥道，可以橫絕峨眉巔。地崩山摧壯士死，然後天梯石棧方鉤連。上有六龍回日之高標，下有衝波逆折之迴川。黃鶴之飛尚不得過，猿猱欲度愁攀緣。青泥何盤盤，百步九折縈巖巒。捫參歷井仰脅息，以手撫膺坐長歎。問君西遊何時還，畏途巉巖不可攀。但見悲鳥號古木，雄飛從雌繞林間。又聞子規啼夜月，愁空山。蜀道之難難於上青天，使人聽此凋朱顏。連峰去天不盈尺，枯松倒挂倚絕壁。飛湍瀑流爭喧豗，砯崖轉石萬壑雷。其險也如此，嗟爾遠道之人，胡為乎來哉。劍閣崢嶸而崔嵬，一夫當關，萬夫莫開。所守或匪親，化為狼與豺。朝避猛虎，夕避長蛇。磨牙吮血，殺人如麻。錦城雖云樂，不如早還家。蜀道之難難於上青天，側身西望長咨嗟。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000084,QmWmTzF8W9qmrAVHvu7hgYXSs9bAEDZZX289fDW2pAuh8i,CreativeWork,No Rights Reserved,6D479BE0CF92AF4EB8382AB2D7A75CC3E629D14B49ED7D06F6977A29B76A5AA2,iscn://likecoin-chain/USwMTOgTfy3p8cAMb7z-HG9oFyYIEHAgBygJzlrutZ8/1
85,李白,長相思二首之一,樂府,長相思，在長安。絡緯秋啼金井闌，微霜淒淒簟色寒。孤燈不明思欲絕，卷帷望月空長歎。美人如花隔雲端，上有青冥之長天，下有淥水之波瀾。天長地遠魂飛苦，夢魂不到關山難。長相思，摧心肝。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000085,QmYHKbpEyKTg7YAzdZszhD1ajCbmm7bRWc1q8aHvPUM739,CreativeWork,No Rights Reserved,BC17FBC85C68F1F9BA115F750A845D192E37C96B471097B50DF9C55F4431CAEF,iscn://likecoin-chain/zcxWoVpTDoxIooKCARkA0N-IChZY78rqcVjiJV_2Sbc/1
86,李白,長相思二首之二,樂府,日色欲盡花含煙，月明如素愁不眠。趙瑟初停鳳凰柱，蜀琴欲奏鴛鴦絃。此曲有意無人傳，願隨春風寄燕然。憶君迢迢隔青天，昔時橫波目，今成流淚泉。不信妾腸斷，歸來看取明鏡前。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000086,QmeiV7ssZv6Z4NNGEGEovFTg9h83HQ4GxvnQkEnmTpci3K,CreativeWork,No Rights Reserved,4862375A4A3C73E5B3BD6721E25ABCDB87D75012383C70811E61D70638B8D4E3,iscn://likecoin-chain/6-8MiJXRPOZc8nWhSBXf8_HWHCvSYgRw00Lf5tp94f0/1
87,李白,行路難三首之一,樂府,金樽清酒斗十千，玉盤珍羞直萬錢。停杯投箸不能食，拔劍四顧心茫然。欲渡黃河冰塞川，將登太行雪暗天。閑來垂釣坐溪上，忽復乘舟夢日邊。行路難，行路難。多歧路，今安在。長風破浪會有時，直挂雲帆濟滄海。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000087,QmSgKwbnXPDSuKNTo95fsVoxcvwDXatSstMKPuF6x6q9uY,CreativeWork,No Rights Reserved,85A607B81C8365FCFC286E738F09812DEAD2ED784550716C1689E48663F5D994,iscn://likecoin-chain/PMw7KoDY0GTNJ-0ZCY__e6nsHPKuSy54HgH-D2L-c6k/1
88,李白,行路難三首之二,樂府,大道如青天，我獨不得出。羞逐長安社中兒，赤雞白狗賭梨栗。彈劍作歌奏苦聲，曳裾王門不稱情。淮陰市井笑韓信，漢朝公卿忌賈生。君不見，昔時燕家重郭隗。擁篲折節無嫌猜，劇辛樂毅感恩分。輸肝剖膽效英才，昭王白骨縈蔓草。誰人更掃黃金臺，行路難。歸去來。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000088,Qmcc6eqaJ15vrZbdHtRPiearNcqiaB4nhUGFbQxmhuWbrL,CreativeWork,No Rights Reserved,B425D902F30DBD8577EA97A0C9857C6B738CD9262993B6E71019ECF3750C2D2C,iscn://likecoin-chain/EFcbw8GH3QZcwZ5DBx6b5PofGQ6G4o1-QC6Tu9ojT7E/1
89,李白,行路難三首之三,樂府,有耳莫洗潁川水，有口莫食首陽蕨。含光混世貴無名，何用孤高比雲月。吾觀自古賢達人，功成不退皆殞身。子胥既棄吳江上，屈原終投湘水濱。陸機雄才豈自保，李斯稅駕苦不早。華亭鶴唳詎可聞，上蔡蒼鷹何足道。君不見，吳中張翰稱達生。秋風忽憶江東行，且樂生前一杯酒。何須身後千載名。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000089,QmRCk3SkfdpDbtemc8UbrFrAPtY6cXDaKrTbDUvad3txAB,CreativeWork,No Rights Reserved,91864391EAC5DE72FCBB4B5F6669E346AB31438570DA898FFC82B60FE1A01DB3,iscn://likecoin-chain/EomFLjeW2hB55VtXTayzMkthUPxksFk6C_dHkmasIsE/1
90,李白,將進酒,樂府,君不見黃河之水天上來，奔流到海不復回，君不見高堂明鏡悲白髮，朝如青絲暮成雪。人生得意須盡歡，莫使金樽空對月。天生我材必有用，千金散盡還復來。烹羊宰牛且為樂，會須一飲三百杯。岑夫子，丹邱生，將進酒，杯莫停。與君歌一曲，請君為我傾耳聽。鐘鼓饌玉不足貴，但願長醉不願醒。古來聖賢皆寂寞，唯有飲者留其名。陳王昔時宴平樂，斗酒十千恣歡謔。主人何為言少錢，徑須沽取對君酌。五花馬，千金裘，呼兒將出換美酒，與爾同消萬古愁。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000090,QmRhcCv1eSRATKs5MMcf7d661o7vbxVZTaX8Ud3YaKw4Ff,CreativeWork,No Rights Reserved,CB17AE28FBF36613E3F774AFDB3299985208E5BCA3AA4D05BCA256BCF2DF994F,iscn://likecoin-chain/gYfyLhuE941XFQFW_YMGnoxvx2nB3Y_CBdqreCUmyKo/1
91,李白,贈孟浩然,五言律詩,吾愛孟夫子，風流天下聞。紅顏棄軒冕，白首臥松雲。醉月頻中聖，迷花不事君。高山安可仰，徒此挹清芬。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000091,QmV79KQDPjku5eU7vhMvo98ctjtTWzate286rkD1KK5wQ5,CreativeWork,No Rights Reserved,D139F94597742E8EA5879A29053730E5298E9310BFEC39EE352128898D23AF80,iscn://likecoin-chain/GpLx6KTrYSdUqmUAwFrIaRdYQyHTkxJPB93NdwovNCg/1
92,李白,渡荊門送別,五言律詩,渡遠荊門外，來從楚國遊。山隨平野盡，江入大荒流。月下飛天鏡，雲生結海樓。仍憐故鄉水，萬里送行舟。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000092,QmQDeAgNgrbCUd75jvsW2zbiUnFyESwEw4j9hHLwrnVCyd,CreativeWork,No Rights Reserved,F426CE7BF4B35E487C02454BEA83CFBCA0FBE1C33DD4C4964327D18652848FE2,iscn://likecoin-chain/gvx5EudF0KDBik2ajy083ODugSrUKRJJVLQYLlc2-rk/1
93,李白,送友人,五言律詩,青山橫北郭，白水繞東城。此地一為別，孤蓬萬里征。浮雲遊子意，落日故人情。揮手自茲去，蕭蕭班馬鳴。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000093,QmQuke1XW7SJkqgRSvJjCV6obg7xLuqVBQKtkc36ptcNnw,CreativeWork,No Rights Reserved,8FA6B5807C4690717DBADE08711C2C79804D93AEAA1D2B8B15872B30A942E495,iscn://likecoin-chain/22TPtsIn12uLdk3RRDfW9JV-3wgAbizWTsLTA0b0PYs/1
94,李白,聽蜀僧濬彈琴,五言律詩,蜀僧抱綠綺，西下峨眉峰。為我一揮手，如聽萬壑松。客心洗流水，餘響入霜鐘。不覺碧山暮，秋雲暗幾重。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000094,QmRfcGCnHchv3AnDPs36ohkduphn9Qw2ycyeR1URc1mkZQ,CreativeWork,No Rights Reserved,34F5833052F0F2B75F35829CF92E861F50423941F7636C162AD9A8CC2D890647,iscn://likecoin-chain/xzzmyV6Omao_erYMpmMxtXB63PEONoqMKo6ma5r7_r0/1
95,李白,夜泊牛渚懷古,五言律詩,牛渚西江夜，青天無片雲。登舟望秋月，空憶謝將軍。余亦能高詠，斯人不可聞。明朝掛帆去，楓葉落紛紛。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000095,Qma4kDbSUe57FUc4rTVmv6z4ZPFCZXFPJzdv1G27mULiv6,CreativeWork,No Rights Reserved,C4E4D5B38DE3388E3E89CA4A4BD647C53D80BE00E2C409C944F21D30F2C46EF4,iscn://likecoin-chain/wD1egL22kjYhH5Gc7tuFSXSB8uxUeGK3v-I7gFMLVIc/1
96,李白,夜思,五言絕句,床前明月光，疑是地上霜。舉頭望明月，低頭思故鄉。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000096,QmZNpqhfrALaZLLxUEZR9D9MRxZaGvWicR5yGpA2jwB9hu,CreativeWork,No Rights Reserved,E84BD45A781C267F3768FBCC9B60502C35A89D2EC74DE182E368A29034A0C92B,iscn://likecoin-chain/zEZ_IuhNpbq38vJBM2Ls-Vz5-vzwMpJPg2r9a3Tk72k/1
97,李白,怨情,五言絕句,美人捲珠簾，深坐顰蛾眉。但見淚痕濕，不知心恨誰。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000097,QmSV5TWmUvZ3wXmQheL36gK15LJU2MsqCchHNozy5yPjFo,CreativeWork,No Rights Reserved,401C867C13A437F7E8B5B6AC9F223772947ED48A0DC7EE6711AE04B6A5CCF855,iscn://likecoin-chain/t8H48uPF7gsBkp7lto7Rt6AI2zAGMgZrwr_51A2ImMI/1
98,李白,玉階怨,樂府,玉階生白露，夜久侵羅襪。卻下水晶簾，玲瓏望秋月。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000098,QmUFnAqaGZgNS1MhZGofgix9D3EXVU2gHJMAsd6r75dkz2,CreativeWork,No Rights Reserved,D8ABB17655AD21AD68BB91217EF4B641C8766690289BE5A834CB3F7909BA0CFA,iscn://likecoin-chain/lZyM83Fr6R99fdf1-uueK8t7M3m1Y8cUVqqFx5NxMd0/1
99,李白,黃鶴樓送孟浩然之廣陵,七言絕句,故人西辭黃鶴樓，煙花三月下揚州。孤帆遠影碧空盡，惟見長江天際流。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000099,QmYB8t6u52QyfupYhVuqtP8PwvqUeBCoi2w9VCsZ7fDNcW,CreativeWork,No Rights Reserved,57380048A0D7E6BA1BFD305D165F0057220B1101288B7B2A1BED458D6F160C23,iscn://likecoin-chain/nJnDRhElUqyVqCCP3Gr6Am755LQRhg9Ko2jc-1MU54E/1
100,李白,下江陵,七言絕句,朝辭白帝彩雲間，千里江陵一日還。兩岸猿聲啼不住，輕舟已過萬重山。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000100,QmNUW8deo1VGVbrsm3t6SY1UDb9RZFn1zmdZdwbpWHH8Va,CreativeWork,No Rights Reserved,29E28C37009EEBB451E16745F0F8EE5551E02C64A697EECF0710264A955D1A36,iscn://likecoin-chain/K1XNMu7rZE5GJOf9ydbreSZC5nhDymdWVjDeA7K6Vq8/1
101,李白,清平調三首之一,樂府,雲想衣裳花想容，春風拂檻露華濃。若非群玉山頭見，會向瑤臺月下逢。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000101,QmbfDVWF3J9nc2zrotXxHbeucVWaJXGRHmKvNtKZFp66GY,CreativeWork,No Rights Reserved,410B18F8DD0645EA32873E536D5366CE24449EBD4EEF7B890657F33BDA6039AB,iscn://likecoin-chain/7cInsgBnZkwql93Hsp6RdiHDsOQ2gn2UQjyhbAKFfeM/1
102,李白,清平調三首之二,樂府,一枝紅豔露凝香，雲雨巫山枉斷腸。借問漢宮誰得似，可憐飛燕倚新妝。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000102,QmZPJhsdrh8WvfT9PiwKFFzJZQxhKBEKiM6xG8MQr7ipc3,CreativeWork,No Rights Reserved,6F017529FF6C98341F30AC2062219BFB7649A5DCC229A0563ED0249C1FCA6FF8,iscn://likecoin-chain/DqXWEHyJAK1HyUEDgeZru8JdPJsw02-oFMNPP3QZjM0/1
103,李白,清平調三首之三,樂府,名花傾國兩相歡，長得君王帶笑看。解識春風無限恨，沈香亭北倚闌干。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000103,QmWt6WpMEBbWyp4TF9YnNwNstpB7iUBx9ms54F3zqGC1Q2,CreativeWork,No Rights Reserved,793AFA44B9AF2480636CEC0B1F65700D494E33AC6CD54C62B6CDBC8B621CF2FC,iscn://likecoin-chain/_bvryHtqO5VK7oEtPH4cSqf926mDWRJFtp8MzZZ8I8g/1
104,李益,喜見外弟又言別,五言律詩,十年離亂後，長大一相逢。問姓驚初見，稱名憶舊容。別來滄海事，語罷暮天鐘。明日巴陵道，秋山又幾重。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000017&id=00000104,QmQmT4XwR5rTeqHswALY17tvDEtviBBwKLS9amW5Qeiurz,CreativeWork,No Rights Reserved,9346E9DE09E1A15D1B7440E36AED065DB9C421222E8C4C11A1ED84472B9BCEA8,iscn://likecoin-chain/esIYD-aczYAIxuneiwBu_Bq-x6WQM_eEBhASNYEVr-k/1
105,李益,江南曲,樂府,嫁得瞿塘賈，朝朝誤妾期。早知潮有信，嫁與弄潮兒。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000017&id=00000105,QmV5hFWxtwYJEYGif3WNuzzXrbJYRFTh9e5Fb3a9j1wfaR,CreativeWork,No Rights Reserved,B4831A6582C0C4F036A3EB77F26B536C5077049883ED352E0039B2B72E9D5EE8,iscn://likecoin-chain/XSC8d2qSrBwV8TwC04J2CkokAVoUM3du2t8jm8SrP_o/1
106,李益,夜上受降城聞笛,七言絕句,迴樂峰前沙似雪，受降城外月如霜。不知何處吹蘆管，一夜征人盡望鄉。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000017&id=00000106,QmXMr9bgcRK9CLRYG8yVUwKwvHEo5FS67HMqLd4FHSJsZL,CreativeWork,No Rights Reserved,1321B96F9D44D8C5471C1CE3316AA6A2130D2BA153DDF23F211FEA34EEA819AB,iscn://likecoin-chain/qLHa61h5cYSLK-ZsUyx5kBzuXYWKRsFFehR77kF_rsg/1
107,李商隱,韓碑,七言古詩,元和天子神武姿，彼何人哉軒與羲。誓將上雪列聖恥，坐法宮中朝四夷。淮西有賊五十載，封狼生貙貙生羆。不據山河據平地，長戈利矛日可麾。帝得聖相相曰度，賊斫不死神扶持。腰懸相印作都統，陰風慘澹天王旗。愬武古通作牙爪，儀曹外郎載筆隨。行軍司馬智且勇，十四萬眾猶虎貔。入蔡縛賊獻太廟，功無與讓恩不訾。帝曰汝度功第一，汝從事愈宜為辭。愈拜稽首蹈且舞：金石刻畫臣能為。古者世稱大手筆，此事不係於職司，當仁自古有不讓。言訖屢頷天子頤。公退齋戒坐小閣，濡染大筆何淋漓。點竄堯典舜典字，塗改清廟生民詩。文成破體書在紙，清晨再拜鋪丹墀。表曰臣愈昧死上，詠神聖功書之碑。碑高三丈字如斗，負以靈鼇蟠以螭。句奇語重喻者少，讒之天子言其私。長繩百尺拽碑倒，麤沙大石相磨治。公之斯文若元氣，先時已入人肝脾。湯盤孔鼎有述作，今無其器存其辭。嗚呼聖王及聖相，相與烜赫流淳熙。公之斯文不示後，曷與三五相攀追？願書萬本誦萬遍，口角流沫右手胝。傳之七十有二代，以為封禪玉檢明堂基。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000107,QmPUxGhoiddGhrMiuqiB4kGwG3Zk7mshwcMiYiqsFaBCXQ,CreativeWork,No Rights Reserved,,
108,李商隱,蟬,五言律詩,本以高難飽，徒勞恨費聲。五更疏欲斷，一樹碧無情。薄宦梗猶泛，故園蕪已平。煩君最相警，我亦舉家清。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000108,QmVXacnJxZPhwgcaQknktLSw1xxKx9UJG5z89ukz2Bcdph,CreativeWork,No Rights Reserved,C4CA1D681EDCC5181C49365BA9A30431B12B95C4C6F00972B0C14A0C1B17E635,iscn://likecoin-chain/3CSXRLbBEj-P196iJoNoN_THcQsJ-NB0uqa6VV3dJGQ/1
109,李商隱,風雨,五言律詩,淒涼寶劍篇，羈泊欲窮年。黃葉仍風雨，青樓自管絃。新知遭薄俗，舊好隔良緣。心斷新豐酒，銷愁斗幾千。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000109,QmXCYSTzL3RdDD4zMgRcSoqs8stzMupBRanE1sEpJe9aj3,CreativeWork,No Rights Reserved,9973A0DC742EADF05E741EC312596BFAED887DA7F1B9E9886AA6C06332E09B4D,iscn://likecoin-chain/QKnOAj0RMq-ZtWwI0jA8I090QTQEu7k4A0lZWM-ZryQ/1
110,李商隱,落花,五言律詩,高閣客竟去，小園花亂飛。參差連曲陌，迢遞送斜暉。腸斷未忍掃，眼穿仍欲歸。芳心向春盡，所得是沾衣。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000110,QmTZYC2swiJbgCmWhaxgFzt6B4uUfWi9HFKXmE55AyjKci,CreativeWork,No Rights Reserved,824694FF2639230E8FDF4F19EB4E6CFC0B7C2A2AA1F4F31D321C558EDC0D4A4B,iscn://likecoin-chain/jkLw1EnEF4ZUQXKrpnv1AoV7FUimYnmTG3yESWD-j-c/1
111,李商隱,涼思,五言律詩,客去波平檻，蟬休露滿枝。永懷當此節，倚立自移時。北斗兼春遠，南陵寓使遲。天涯占夢數，疑誤有新知。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000111,QmQwFuLAXeWdDCqod4iNRgJFFPq7KrG2fsYubu51jh8FvY,CreativeWork,No Rights Reserved,1C0796C200564FFDDD56A02FB54652F64F0161AC9A3C50DB35073C078A313674,iscn://likecoin-chain/EZDIq_SYeL2IVkkQiJgxDX3PfPxBZZzYfixDW0HCvLg/1
112,李商隱,北青蘿,五言律詩,殘陽西入崦，茅屋訪孤僧。落葉人何在，寒雲路幾層。獨敲初夜磬，閒倚一枝藤。世界微塵裡，吾寧愛與憎？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000112,QmYo6NkXEk7WjYzuGCZdgKvX1mhCHRwpdi79KiHKamtURb,CreativeWork,No Rights Reserved,E4D681A5D54E15E8960B7F18E4A1F4DC513361EE7AA4EF87455ECD4679EDB123,iscn://likecoin-chain/Lbw5rmCMDwHWkBJNRAq9MhPk8LVWjAfzkhMy-9nuPjY/1
113,李商隱,錦瑟,七言律詩,錦瑟無端五十絃，一絃一柱思華年。莊生曉夢迷蝴蝶，望帝春心託杜鵑。滄海月明珠有淚，藍田日暖玉生煙。此情可待成追憶？只是當時已惘然。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000018&id=00000113,QmQc5j67SGhXx2tRXd9s9dHCA7bgKNEQhVF3J3cwakfz1t,CreativeWork,No Rights Reserved,F2E67761DEC7C514E23651E2E7E67B05AB2432CFE5A99405127116B6C1F0C29B,iscn://likecoin-chain/F5gBeRzlcE1OnO4nrY-j5vwCjSLmiG-mw0G9DkwQknQ/1
