identifier,author,name,genre,text,url,ipfsHash,type,usageInfo,txHash,iscnId
36,王維,和賈至舍人早朝大明宮之作,七言律詩,絳幘雞人報曉籌，尚衣方進翠雲裘。九天閶闔開宮殿，萬國衣冠拜冕旒。日色纔臨仙掌動，香煙欲傍袞龍浮。朝罷須裁五色詔，珮聲歸到鳳池頭。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000036,QmUngcC4yUu9srn3yH4Kmnaup3xXNvXEx7MVr5JGiQd2cD,CreativeWork,No Rights Reserved,7FC8181D986796CF4C5C7AFFBC13FD1F3DB57ABB069921438D9452CC6C3125D0,iscn://likecoin-chain/PQA6gSTSNL3OBbiGe7jJM64KtkRzDf2ZeI_SdbXJUe0/1
37,王維,奉和聖制從蓬萊向興慶閣道中留春雨中春望之作應制,七言律詩,渭水自縈秦塞曲，黃山舊繞漢宮斜。鑾輿迥出千門柳，閣道迴看上苑花。雲裡帝城雙鳳闕，雨中春樹萬人家。為乘陽氣行時令，不是宸遊翫物華。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000037,QmV4jSNod2PBe5Gco4DJnDasVqGgEpzAxpQEbjDH3TvHbd,CreativeWork,No Rights Reserved,72AA0D0AB9D7D79A3EFC58CC0BB84AF9616C8661547BED2A49CF7376DD196D3E,iscn://likecoin-chain/xsxkad59CaAC5UQlFwojK8SnIukO8hBgOOblO4F9fWo/1
38,王維,積雨輞川莊作,七言律詩,積雨空林煙火遲，蒸藜炊黍餉東菑。漠漠水田飛白鷺，陰陰夏木囀黃鸝。山中習靜觀朝槿，松下清齋折露葵。野老與人爭席罷，海鷗何事更相疑？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000038,QmPtft72p2VwQ8X4h2h6nFop4mqd2bDSAu8jrxpMrpfnYH,CreativeWork,No Rights Reserved,197190EADC774331198CDB8BA86633B3759685592DF43F6D729F260B547B117E,iscn://likecoin-chain/gDtWMU1ts76jGd7nauPxAijB5YhQKM8cPARsGuMzYro/1
39,王維,贈郭給事,七言律詩,洞門高閣靄餘輝，桃李陰陰柳絮飛。禁裡疏鐘官舍晚，省中啼鳥吏人稀。晨搖玉珮趨金殿，夕奉天書拜瑣闈。強欲從君無那老，將因臥病解朝衣。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000039,QmcPhdGcrgi52QhmUVLL1YozxKvjEfkwQbY3pUVrwDmCek,CreativeWork,No Rights Reserved,0232F0F020186FF787FDF059F8207AC91F452D1AAB5705E7AE12B3C0FF5E040B,iscn://likecoin-chain/IYKFgyyKNG8z5e8o8GZZJqyQbUzRb2k0Xc_AxoszoV0/1
40,王維,鹿柴,五言絕句,空山不見人，但聞人語響。返景入深林，復照青苔上。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000040,QmaWs61rGaub9bDjyrF1G7CY1NZnJC8NWVew4GSd22B2eP,CreativeWork,No Rights Reserved,04E74B0F983F8C1F417846D20BC6A838B105081E3337C47A87234E7D442D056C,iscn://likecoin-chain/Z7hEx6MrL9eCiv42gxdZD4xIwh6bkBkElx8ZldNYGjM/1
41,王維,竹里館,五言絕句,獨坐幽篁裡，彈琴復長嘯。深林人不知，明月來相照。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000041,QmWJoQS3DLbNkbw8vMk7kpa9Je4cWhp4Vh8TUWrzuNrg3g,CreativeWork,No Rights Reserved,7464D944D40622236ACE30ABD33AAD7D60B8AA1711D264C0D3E2A8211954182D,iscn://likecoin-chain/2UnfNfKmfEDJXgz4KCDLXb1IqajP-LJmEWNWBiU4ovM/1
42,王維,送別,五言絕句,山中相送罷，日暮掩柴扉。春草明年綠，王孫歸不歸。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000042,QmSN5iLRTYtGL2Mgb8QCSmTKyvJ6dtw1j1p2NLsFoqhcAL,CreativeWork,No Rights Reserved,AD0C4927CEE1198D93C3F74B4E92123F3A90FE74AC83E2DCED3392B63279C68F,iscn://likecoin-chain/xtDWAdfbY8gXyIBhgXyULle4rSJlVlsR7JAEKzoYcXc/1
43,王維,相思,五言絕句,紅豆生南國，春來發幾枝？願君多采擷，此物最相思。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000043,QmPgzrJjApVBkNRaTvPEQir3YNLPCqRtKgQBuTZpr2W16Z,CreativeWork,No Rights Reserved,916A1CA40CE276BB4E8B0CCABA750277D9F318DCC30A87776DE85A8AC0E4FC56,iscn://likecoin-chain/G3_1cZ5jcU5zPjcXDvX_O-qzB63WSL21wzUzgkcqxF0/1
44,王維,雜詩,五言絕句,君自故鄉來，應知故鄉事。來日綺窗前，寒梅著花未？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000044,QmTsskKv5jCNTfvQnEdESVgaDuWgJuqgm1mNLNjHUB6Rtv,CreativeWork,No Rights Reserved,FA123BE951F380BFCEF0B55DF26263F2E4243EA3D66737EBF61DD99A77701212,iscn://likecoin-chain/8l7ROxdswPoFiDLacl0w1vuCohPmKocKVwlav3F5o28/1
45,王維,九月九日憶山東兄弟,七言絕句,獨在異鄉為異客，每逢佳節倍思親。遙知兄弟登高處，遍插茱萸少一人。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000045,QmdRtY2zQjRHxdQcPsuLMxasf8M9UwCafYC97nSyvB6Py8,CreativeWork,No Rights Reserved,552A321A07DAE2B8A082DABC292EF1F2B2426194449322E5A6C9DB34CDD16303,iscn://likecoin-chain/RETu2boqh7KIbi3I-lBqozifn_eDYtgLrDYGLSghdk4/1
46,王維,渭城曲,樂府,渭城朝雨浥（上下衣，中邑）輕塵，客舍青青柳色新。勸君更盡一杯酒，西出陽關無故人。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000046,QmZdGAtB17EdHcKcB6y7KZpLqkLYwuL1qZsaY73Q4Qyznf,CreativeWork,No Rights Reserved,2961FCBF28EDFA25A2EAAB57BE076FA44D084855776BFCBDB103C2F4A80EBFFF,iscn://likecoin-chain/AFK7PMhzhFvbqL8k_eElb9Swnk3KXyOdozelqxHL9qY/1
47,王維,秋夜曲,樂府,桂魄初生秋露微，輕羅已薄未更衣。銀箏夜久殷勤弄，心怯空房不忍歸。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000007&id=00000047,Qma3PpXfwdRYWWfwqtaYkFzypR2tocuxWLxTo5YGSUmRBu,CreativeWork,No Rights Reserved,ADC94DC791D71C8F40E069954C20C26C11044C493DE0F890A23A1CDF8154FC94,iscn://likecoin-chain/1ROdxZTUi1nd0aN6byoLIYttHeJGh2SMbVOQEGdEjck/1
48,王翰,涼州曲,七言絕句,葡萄美酒夜光杯，欲飲琵琶馬上催。醉臥沙場君莫笑，古來征戰幾人回。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000008&id=00000048,QmUsGjJZCnmjmwrYCdfbmJikjRkvcmgtmJ9Bcdv2NykTTe,CreativeWork,No Rights Reserved,52204ABF47B79DC3B9874C7FF30F8BD698056DEBEC4D995E7672C8FA2B32CB55,iscn://likecoin-chain/n0yuQoXj9x2yjC8k8S8QqDx7alfA4nfrVHFmFm7PcWE/1
49,王灣,次北固山下,五言律詩,客路青山下，行舟綠水前。潮平兩岸闊，風正一帆懸。海日生殘夜，江春入舊年。鄉書何處達，歸雁洛陽邊。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000009&id=00000049,QmUA8VBUv1BBibDfDomz8znN417AqrdDK2kcbenLG6dyR7,CreativeWork,No Rights Reserved,7E4B121A7926957BC04CD701A6C10A30ACAEF87E7D261A68594AD8B014F1CDBA,iscn://likecoin-chain/MtSquKAblggWvu0qRl-tSFjqIq-obiANjFkUGTIX0gk/1
50,司空曙,雲陽館與韓紳宿別,五言律詩,故人江海別，幾度隔山川。乍見翻疑夢，相悲各問年。孤燈寒照雨，深竹暗浮煙。更有明朝恨，離杯惜共傳。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000010&id=00000050,QmP2gBbDcHzGn6hdRmApQtFfiSmZ2yC7b2cnLk1qHgjqXi,CreativeWork,No Rights Reserved,EAC536314F462F2CDCD302592158438A01E0FE657D938443310D41B3C3D489A8,iscn://likecoin-chain/x3mO8py--NsGMxNEhFbcZwwqxI4Nq4kpFW5ePniAa1E/1
51,司空曙,喜外弟盧綸見宿,五言律詩,靜夜四無鄰，荒居舊業貧。雨中黃葉樹，燈下白頭人。以我獨沉久，愧君相見頻。平生自有分，況是蔡家親。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000010&id=00000051,QmV7oNSkBck76dF42sJQspVuZ6Rnar5m2MXFq1kwyacVqb,CreativeWork,No Rights Reserved,1DB737DE2AFFD7C65C3DDBA9AA3A5F73EADBA63517A70BBC47FA9A7C0ED4582D,iscn://likecoin-chain/RDEN-ZkOpNAvGag2O0NDxWnNfXlbtzf0yvWl00q-Iaw/1
52,司空曙,賊平後送人北歸,五言律詩,世亂同南去，時清獨北還。他鄉生白髮，舊國見青山。曉月過殘壘，繁星宿故關。寒禽與衰草，處處伴愁顏。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000010&id=00000052,QmTo5aru3UEJnTGFiNiEhRbdTE4xTrAZVN6Rky5tqcazk7,CreativeWork,No Rights Reserved,67B90644A35F9BE25EF3213AA783BA1632734D25A57C2E795C32F655337EF010,iscn://likecoin-chain/2YOE44FOqXBm_rY-ebX88p7CTb9mB0ATEtNZepm0rX8/1
53,白居易,長恨歌,七言古詩,漢皇重色思傾國，御宇多年求不得。楊家有女初長成，養在深閨人未識。天生麗質難自棄，一朝選在君王側。回眸一笑百媚生，六宮粉黛無顏色。春寒賜浴華清池，溫泉水滑洗凝脂。侍兒扶起嬌無力，正是新承恩澤時。雲鬢花顏金步搖，芙蓉帳暖度春宵。春宵苦短日高起，從此君王不早朝。承歡侍宴無閒暇，春從春游夜專夜。後宮佳麗三千人，三千寵愛在一身。金屋妝成嬌侍夜，玉樓宴罷醉和春。姊妹弟兄皆列土，可憐光彩生門戶。遂令天下父母心，不重生男重生女。驪宮高處入青雲，仙樂風飄處處聞。緩歌謾舞凝絲竹，盡日君王看不足。漁陽鼙鼓動地來，驚破霓裳羽衣曲。九重城闕煙塵生，千乘萬騎西南行。翠華搖搖行復止，西出都門百餘里。六軍不發無奈何，宛轉蛾眉馬前死。花鈿委地無人收，翠翹金雀玉搔頭。君王掩面救不得，回看血淚相和流。黃埃散漫風蕭索，雲棧縈紆登劍閣。峨嵋山下少人行，旌旗無光日色薄。蜀江水碧蜀山青，聖主朝朝暮暮情。行宮見月傷心色，夜雨聞鈴腸斷聲。天旋日轉迴龍馭，到此躊躇不能去。馬嵬坡下泥土中，不見玉顏空死處。君臣相顧盡霑衣，東望都門信馬歸。歸來池苑皆依舊，太液芙蓉未央柳。芙蓉如面柳如眉，對此如何不淚垂？春風桃李花開日，秋雨梧桐葉落時。西宮南內多秋草，落葉滿階紅不掃。梨園弟子白髮新，椒房阿監青娥老。夕殿螢飛思悄然，孤鐙挑盡未成眠。遲遲鐘鼓初長夜，耿耿星河欲曙天。鴛鴦瓦冷霜華重，翡翠衾寒誰與共。悠悠生死別經年，魂魄不曾來入夢。臨邛道士鴻都客，能以精誠致魂魄。為感君王輾轉思，遂教方士殷勤覓。排空馭氣奔如電，升天入地求之遍。上窮碧落下黃泉，兩處茫茫皆不見。忽聞海上有仙山，山在虛無縹緲間。樓閣玲瓏五雲起，其中綽約多仙子。中有一人字太真，雪膚花貌參差是。金闕西廂叩玉扃，轉教小玉報雙成。聞道漢家天子使，九華帳裡夢魂驚。攬衣推枕起徘徊，珠箔銀屏迤邐開。雲髻半偏新睡覺，花冠不整下堂來。風吹仙袂飄飄舉，猶似霓裳羽衣舞。玉容寂寞淚闌干，梨花一枝春帶雨。含情凝睇謝君王，一別音容兩渺茫。昭陽殿裡恩愛絕，蓬萊宮中日月長。回頭下望人寰處，不見長安見塵霧。唯將舊物表深情，鈿合金釵寄將去。釵留一股合一扇，釵擘黃金合分鈿。但教心似金鈿堅，天上人間會相見。臨別殷勤重寄詞，詞中有誓兩心知。七月七日長生殿，夜半無人私語時。在天願作比翼鳥，在地願為連理枝。天長地久有時盡，此恨綿綿無盡期。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000053,QmWCEkNaNAWFYE8toeJs6pR1tQPA3Nq4cMbmno6sj2fKnN,CreativeWork,No Rights Reserved,,
54,白居易,琵琶行并序,七言古詩,潯陽江頭夜送客，楓葉荻花秋瑟瑟。主人下馬客在船，舉酒欲飲無管絃。醉不成歡慘將別，別時茫茫江浸月。忽聞水上琵琶聲，主人忘歸客不發。尋聲闇問彈者誰，琵琶聲停欲語遲。移船相近邀相見，添酒回鐙重開宴。千呼萬喚始出來，猶抱琵琶半遮面。轉軸撥絃三兩聲，未成曲調先有情。絃絃掩抑聲聲思，似訴平生不得志。低眉信手續續彈，說盡心中無限事。輕攏慢撚抹復挑，初為霓裳後六么。大絃嘈嘈如急雨，小絃切切如私語。嘈嘈切切錯雜彈，大珠小珠落玉盤。間關鶯語花底滑，幽咽泉流水下灘。水泉冷澀絃凝絕，凝絕不通聲漸歇。別有幽愁闇恨生，此時無聲勝有聲。銀瓶乍破水漿迸，鐵騎突出刀槍鳴。曲終收撥當心畫，四絃一聲如裂帛。東船西舫悄無言，唯見江心秋月白。沈吟放撥插絃中，整頓衣裳起斂容。自言本是京城女，家在蝦蟆嶺下住。十三學得琵琶成，名屬教坊第一部。曲罷常教善才服，妝成每被秋娘妒。五陵年少爭纏頭，一曲紅綃不知數。鈿頭銀篦擊節碎，血色羅裙翻酒污。今年歡笑復明年，秋月春風等閒度。弟走從軍阿姨死，暮去朝來顏色故。門前冷落車馬稀，老大嫁作商人婦。商人重利輕別離，前月浮梁買茶去。去來江口守空船，繞船明月江水寒。夜深忽夢少年事，夢啼妝淚紅闌干。我聞琵琶已嘆息，又聞此語重唧唧。同是天涯淪落人，相逢何必曾相識。我從去年辭帝京，謫居臥病潯陽城。潯陽地僻無音樂，終歲不聞絲竹聲。住近湓江地低濕，黃蘆苦竹繞宅生。其間旦暮聞何物，杜鵑啼血猿哀鳴。春江花朝秋月夜，往往取酒還獨傾。豈無山歌與村笛，嘔啞嘲哳難為聽。今夜聞君琵琶語，如聽仙樂耳暫明。莫辭更坐彈一曲，為君翻作琵琶行。感我此語良久立，卻坐促絃絃轉急。淒淒不是向前聲，滿座重聞皆掩泣。座中泣下誰最多，江州司馬青衫濕。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000054,QmQEEL9SJbjt8ZTNfhF3hTWe31ngjHZMPTc2BZATidVqJp,CreativeWork,No Rights Reserved,,
55,白居易,賦得古原草送別,五言律詩,離離原上草，一歲一枯榮。野火燒不盡，春風吹又生。遠芳侵古道，晴翠接荒城。又送王孫去，萋萋滿別情。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000055,Qmb599bchhZnbtwmKMpzFCnHK1VioCmx3f2cTkvk3KrEC2,CreativeWork,No Rights Reserved,C0E6F3F9308930A6A08409AFAB0D38FF714BC87AAB35B5E16B0C5E5A0A24E8FD,iscn://likecoin-chain/XwovH9gTBCkBUWIHgf79ALIV4ak6a35sg5Nc27cF0zA/1
56,白居易,自河南經亂，關內阻饑，兄弟離散，各在一處。因望月有感，聊書所懷，寄上浮梁大兄，於潛七兄，烏江十五兄，兼示符離及下邽弟妹。,七言律詩,時難年荒世業空，弟兄羈旅各西東。田園寥落干戈後，骨肉流離道路中。弔影分為千里雁，辭根散作九秋蓬。共看明月應垂淚，一夜鄉心五處同。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000056,QmQw6R3cwG6wRajsX3g4fiSQKA9xjBjLWR4HK8FGhQgdaK,CreativeWork,No Rights Reserved,6B28EE6AA5D26444C1832797E09F039DB08F5432227FB73A9F8244FDB1252B38,iscn://likecoin-chain/xgeTFWCpUNnGPpGPrs7VfQQQA7KrR_jJZNts7l8oyTQ/1
57,白居易,問劉十九,五言絕句,綠螘新醅酒，紅泥小火爐。晚來天欲雪，能飲一杯無？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000057,QmQ3wH2sHeaRhnys9irqqQixi67ewz9VkTTWULzj2SmVPw,CreativeWork,No Rights Reserved,31DA924EBA21B41A1917E8D4D9B8885BC6B22FD1CCDC98C6DCD7D0C9279E1D25,iscn://likecoin-chain/LbRnUxgYw7AdbIJMjaEN6fm8vApURzxGyqp4a-HznTE/1
58,白居易,宮詞,七言絕句,淚盡羅巾夢不成，夜深前殿按歌聲。紅顏未老恩先斷，斜倚薰籠坐到明。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000011&id=00000058,QmYFLpLZj12ShtYn7zJ8q3AmUC6yLobca7qk6rgYBUrtPp,CreativeWork,No Rights Reserved,5E98B2D76631E697B23695B2837A808D65C68C5611787FF059E7AD7DDF27D774,iscn://likecoin-chain/lKWddTT8Dw5QC2R5cPNa9hjyGafGCiwesvfZ4SD9yy4/1
59,朱慶餘,宮中詞,七言絕句,寂寂花時閉院門，美人相並立瓊軒。含情欲說宮中事，鸚鵡前頭不敢言。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000012&id=00000059,Qmb3msABa4uajPhn4hsxKAiavU6a6vANLywg6DhnDTqPFa,CreativeWork,No Rights Reserved,C1861B16A177881EE6B181753F787474C2013A57E504CD68826DB2EFBD9F32C0,iscn://likecoin-chain/NYyfOS38mlgVUI5Fk2nRHPMmV692gExuSdYAMNRjmrY/1
60,朱慶餘,近試上張水部,七言絕句,洞房昨夜停紅燭，待曉堂前拜舅姑。妝罷低聲問夫婿，畫眉深淺入時無？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000012&id=00000060,Qma9RufuYYgiJWqFieDWrbWYPXqF8BabUrfVM5xbFJQw77,CreativeWork,No Rights Reserved,6BE7F043C220F7C8A29D834787AB8D211E7C1A4AE4710BD7AFBF9E289ADE57C4,iscn://likecoin-chain/y0hSpqr6j8TlkqKI9b1UelmG-bC98d3NQeOWd6isgsg/1
61,西鄙人,哥舒歌,五言絕句,北斗七星高，哥舒夜帶刀。至今窺牧馬，不敢過臨洮。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000013&id=00000061,QmeGZWUpsA6Y5f96XP5oadf5mR7GLe6WWjjWqd7gGLC3Ld,CreativeWork,No Rights Reserved,9CA1BE7A9CC5D55FCCF52C68CA655493E44D0E8C38905E4A22D6F23821188D17,iscn://likecoin-chain/_8LjPYrIgwo5mXV1gb3yNpTTFahNAdWYHg6TD6bzL5g/1
62,宋之問,題大庾嶺北驛,五言律詩,陽月南飛雁，傳聞至此回。我行殊未已，何日復歸來。江靜潮初落，林昏瘴不開。明朝望鄉處，應見隴頭梅。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000014&id=00000062,QmUQyGTLWJPfUEb6qnAAS1TkEqNhTGff8FcnYr3jC1UjSQ,CreativeWork,No Rights Reserved,11A4505E1FCCF3004D25E2D696F28E46591F71D12ED4824CC65BBDF0AB5A6EE2,iscn://likecoin-chain/8VLWU8HTy73i-gPBSJ06Vh_QmKW2jxbAdN-ABr88Q_Y/1
63,岑參,與高適薛據登慈恩寺浮圖,五言古詩,塔勢如湧出，孤高聳天宮。登臨出世界，磴道盤虛空。突兀壓神州，崢嶸如鬼工。四角礙白日，七層摩蒼穹。下窺指高鳥，俯聽聞驚風。連山若波濤，奔湊似朝東。青槐夾馳道，宮館何玲瓏。秋色從西來，蒼然滿關中。五陵北原上，萬古青濛濛。淨理了可悟，勝因夙所宗。誓將挂冠去，覺道資無窮。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000063,QmScZR3tv5U4W5hNYsTEdm7MY16SVrUToJNDS7hUFoav1H,CreativeWork,No Rights Reserved,6D115608454DA901B6E7736964548C6166574F34067243438A12B23B7E6C2380,iscn://likecoin-chain/MjDoDnkOCUfJbWG4EYmSPzNoiOkr-W3P74gfK_jMrqE/1
64,岑參,走馬川行奉送封大夫出師西征,七言古詩,君不見走馬川行雪海邊，平沙莽莽黃入天。輪臺九月風夜吼，一川碎石大如斗，隨風滿地石亂走。匈奴草黃馬正肥，金山西見煙塵飛，漢家大將西出師。將軍金甲夜不脫，半夜軍行戈相撥，風頭如刀面如割。馬毛帶雪汗氣蒸，五花連錢旋作冰，幕中草檄硯水凝。虜騎聞之應膽懾，料知短兵不敢接，軍師西門佇獻捷。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000064,QmRaH5do1PsP2QGAozhQrTuRcxHGnbAQDQAHEdubXAG2fP,CreativeWork,No Rights Reserved,36939049B78DD07686B51D6457273321DF0DED8080DB86FD46A8AA1E2C17A390,iscn://likecoin-chain/2qHmXS6y7wD4Q_T4SL7LrbG1Nweh4UYQDjWxlczOkio/1
65,岑參,輪臺歌奉送封大夫出師西征,七言古詩,輪臺城頭夜吹角，輪臺城北旄頭落。羽書昨夜過渠黎，單于已在金山西。戍樓西望煙塵黑，漢兵屯在輪臺北。上將擁旄西出征，平明吹笛大軍行。四邊伐鼓雪海湧，三軍大呼陰山動。虜塞兵氣連雲屯，戰場白骨纏草根。劍河風急雪片闊，沙口石凍馬蹄脫。亞相勤王甘苦辛，誓將報主靜邊塵。古來青史誰不見，今見功名勝古人。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000065,QmYycsgb7bW4fZfjEsY7CGisa3ekvb5UBQW4gsf4xhfg3A,CreativeWork,No Rights Reserved,F4953BA13F7FA94AC24550A88D89525F1E0EDC1672F6F2286E60D6931FE7C80F,iscn://likecoin-chain/ujD5HnNP48EdGi3SCsvBNBLichYWBOQl2d0qrc_icO0/1
66,岑參,白雪歌送武判官歸京,七言古詩,北風捲地白草折，胡天八月即飛雪。忽如一夜春風來，千樹萬樹梨花開。散入珠簾濕羅幕，狐裘不煖錦衾薄。將軍角弓不得控，都護鐵衣冷猶著。瀚海闌干百丈冰，愁雲慘澹萬里凝。中軍置酒飲歸客，胡琴琵琶與羌笛。紛紛暮雪下轅門，風掣紅旗凍不翻。輪臺東門送君去，去時雪滿天山路。山迴路轉不見君，雪上空留馬行處。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000066,QmSwaDAaMb6kMaMUttsFomn8HJW2wvKx9KY1nuRRvU8hoW,CreativeWork,No Rights Reserved,A09FCCC14D3669D40B8C82C6F31DBBEF7BA59FBF7AA9B6059C86ECC0C6DC45EC,iscn://likecoin-chain/BzY7Y6_HK21RgO3J_mgbyTmP-Le0FNLq495dGzFvtRs/1
67,岑參,寄左省杜拾遺,五言律詩,聯步趨丹陛，分曹限紫微。曉隨天使入，暮惹御香歸。白髮悲花落，青雲羨鳥飛。聖朝無闕事，自覺諫書稀。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000067,QmPXABt7kU4sZETHjigq44iGj3MsPxFfqsYJHTgca7kXxg,CreativeWork,No Rights Reserved,722860B092F3D8834254016B0BB5900CB579ABA500A645499AD135F0163E99D7,iscn://likecoin-chain/PEHDL7002ocPMEKLSKlQhpJe-ER25c4tbvzgXwjLDW4/1
68,岑參,奉賈至舍人早朝大明宮之作,七言律詩,雞鳴紫陌曙光寒，鶯囀皇州春色闌金闕曉鐘開萬戶，玉階仙仗擁千官。花迎劍珮星初落，柳拂旌旗露未乾。獨有鳳凰池上客，陽春一曲和皆難。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000068,QmUtz74DKNVhJ11q849Dn8qivJtg1JceHSCevpPa8yM5Re,CreativeWork,No Rights Reserved,13E76CE1AE20A48588DC7FECE3EC3B7A61619B3AD226A3385FEE7380D3D561C4,iscn://likecoin-chain/eztfRPbAyUp9xlLKO9oeuD4byx6D9MfML8hRDxGV-Eo/1
69,岑參,逢入京使,七言絕句,故園東望路漫漫，雙袖龍鍾淚不乾。馬上相逢無紙筆，憑君傳語報平安。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000015&id=00000069,QmRM1aZUGZdwqCW6jtJzg2afN8fL5GgmthNNV9Fca8TrMW,CreativeWork,No Rights Reserved,B8D38EC9DC1868F97B75DB16433FEB2BFDE70B8C527C045DC5B6B26B4894B8EF,iscn://likecoin-chain/OAAy0GsAUlQORFBRNEKVVzM45fHeshr2o_qg0PX8Bh0/1
70,李白,下終南山遇斛斯山人宿置酒,五言古詩,暮從碧山下，山月隨人歸。卻顧所來徑，蒼蒼橫翠微。相攜及田家，童稚開荊扉。綠竹入幽徑，青蘿拂行衣。歡言得所憩，美酒聊共揮。長歌吟松風，曲盡河星稀。我醉君復樂，陶然共忘機。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000070,QmbzTNtaWC99cxFtNpo5LjS2JPs1pQfxAnWx6yYo6TZPDg,CreativeWork,No Rights Reserved,374A1B7D283073D549F1001C04421A489FEDD5DA6B99A848135EA8A21AA6EE0B,iscn://likecoin-chain/aVcNYZ8MVwuBXClaydSGHYVmLF1-k1OzAx_WtZF1upI/1
71,李白,月下獨酌,五言古詩,花間一壺酒，獨酌無相親。舉杯邀明月，對影成三人。月既不解飲，影徒隨我身。暫伴月將影，行樂須及春。我歌月徘徊，我舞影零亂。醒時同交歡，醉後各分散。永結無情遊，相期邈雲漢。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000071,QmQ3dZ2bg5BumZQzSPgqk3GnWFUt75iKw97dxPFx1gugXS,CreativeWork,No Rights Reserved,74B3683897FBB6A9D9216E0DCBD0AD52845607B7DE7DCBF37F452BC6244B583A,iscn://likecoin-chain/Pr2vVsBNj58StVmhF5sIlhGyQNoRo5AqtVgNcejdYag/1
72,李白,春思,五言古詩,燕草如碧絲，秦桑低綠枝。當君懷歸日，是妾斷腸時。春風不相識，何事入羅幃？,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000072,QmPjhh64TAy1d78fAd8MSpekrNMvNhSiwScDSBgdeQ85fz,CreativeWork,No Rights Reserved,4B76F64B1040CAF7F10E96AC915FFCE698C196A4257654EF16CC97F7A6A04FBA,iscn://likecoin-chain/wtUEfb5C0wcsRHR1Uq5rwW_G3BTg_I9s7trwCr14ay8/1
73,李白,關山月,樂府,明月出天山，蒼茫雲海間。長風幾萬里，吹度玉門關。漢下白登道，胡窺青海灣。由來征戰地，不見有人還。戍客望邊色，思歸多苦顏。高樓當此夜，歎息未應閒。,http://cls.lib.ntu.edu.tw/300/bin/ti_brow.asp?auid=000016&id=00000073,QmcknGJs9AG39QHvaKE7mhF2kDB4JWsdjSVCrLXYR5xAuA,CreativeWork,No Rights Reserved,93A2F8BFE7F9179154D4C756B46B129B550CFEB3FDA301C8009CF99AEA9A8676,iscn://likecoin-chain/25DYHyxjJ9pYrnw9ZtOvYG1L7yXvP2h5MWdmkOzSnGg/1
